company,year,production_t,emissions_tco2,scenario
Liuzhou IRON&STEEL Co Ltd [100.0%],2021,11865483.578253746,24917515.51433287,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2022,11732185.404436147,24637589.349315908,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2023,11888432.63653414,24965708.536721695,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2024,12018387.940700136,25238614.675470285,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2025,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2026,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2027,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2028,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2029,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [100.0%],2030,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2020,5369699.552525038,11276369.06030258,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2021,5269087.653696948,11065084.07276359,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2022,5209894.131807128,10940777.676794969,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2023,5279278.6078920895,11086485.076573389,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2024,5336987.66662514,11207674.099912794,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2025,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2026,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2027,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2028,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2029,0.0,0.0,historical
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],2030,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2020,958874.9200937568,383549.9680375027,historical
Longnan Fuxin Steel Co Ltd [100.0%],2021,940908.5095887406,376363.4038354963,historical
Longnan Fuxin Steel Co Ltd [100.0%],2022,930338.2378227015,372135.2951290806,historical
Longnan Fuxin Steel Co Ltd [100.0%],2023,942728.3228378731,377091.32913514925,historical
Longnan Fuxin Steel Co Ltd [100.0%],2024,953033.5118973465,381213.4047589386,historical
Longnan Fuxin Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Longnan Fuxin Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2020,1917749.8401875135,4027274.6643937784,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2021,1881817.0191774813,3951815.740272711,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2022,1860676.475645403,3907420.5988553464,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2023,1885456.6456757463,3959458.9559190674,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2024,1906067.023794693,4002740.749968855,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2025,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2026,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2027,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2028,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2029,0.0,0.0,historical
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2030,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2020,1214574.8987854251,2550607.287449393,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2021,1191817.4454790715,2502816.63550605,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2022,1178428.4345754217,2474699.712608386,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2023,1194122.542261306,2507657.338748743,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2024,1207175.7817366389,2535069.1416469417,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2020,894949.9254208396,1879394.8433837632,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2021,878181.2756161579,1844180.6787939316,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2022,868315.6886345213,1823462.9461324948,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2023,879879.7679820149,1847747.5127622315,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2024,889497.9444375234,1867945.6833187991,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2025,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2026,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2027,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2028,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2029,0.0,0.0,historical
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],2030,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2020,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2021,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2022,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2023,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2024,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2025,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2026,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2027,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2028,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2029,0.0,0.0,historical
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],2030,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2020,1278499.8934583422,511399.9573833369,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2021,1254544.6794516542,501817.8717806617,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2022,1240450.9837636019,496180.3935054408,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2023,1256971.0971171642,502788.43884686567,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2024,1270711.349196462,508284.5396785848,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2025,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2026,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2027,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2028,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2029,0.0,0.0,historical
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],2030,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2020,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2021,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2022,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2023,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2024,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2025,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2026,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2027,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2028,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2029,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],2030,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2020,1725974.856168762,3624547.1979544004,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2021,1693635.3172597333,3556634.16624544,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2022,1674608.8280808625,3516678.5389698115,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2023,1696910.9811081716,3563513.0603271606,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2024,1715460.3214152236,3602466.67497197,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2025,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2026,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2027,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2028,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2029,0.0,0.0,historical
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],2030,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2020,28095035.15874707,58999573.83336885,historical
Maanshan Iron & Steel Co Ltd [100.0%],2021,27568619.330950104,57894100.594995216,historical
Maanshan Iron & Steel Co Ltd [100.0%],2022,27258910.368205152,57243711.77323081,historical
Maanshan Iron & Steel Co Ltd [100.0%],2023,27621939.859149687,58006073.704214334,historical
Maanshan Iron & Steel Co Ltd [100.0%],2024,27923881.898592252,58640151.98704373,historical
Maanshan Iron & Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2020,1725974.856168762,3624547.1979544004,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2021,1693635.3172597333,3556634.16624544,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2022,1674608.8280808625,3516678.5389698115,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2023,1696910.9811081716,3563513.0603271606,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2024,1715460.3214152236,3602466.67497197,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2025,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2026,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2027,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2028,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2029,0.0,0.0,historical
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],2030,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2020,2173449.818879182,4564244.619646282,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2021,2132725.955067812,4478724.505642406,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2022,2108766.6723981234,4428410.012036059,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2023,2136850.865099179,4487386.816708276,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2024,2160209.2936339853,4536439.5166313695,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2025,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2026,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2027,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2028,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2029,0.0,0.0,historical
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],2030,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2020,527381.2060515662,210952.48242062647,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2021,517499.6802738074,206999.87210952296,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2022,511686.03080248577,204674.4123209943,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2023,518500.5775608302,207400.2310243321,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2024,524168.43154354056,209667.37261741623,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2025,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2026,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2027,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2028,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2029,0.0,0.0,historical
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],2030,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2020,6392499.467291712,13424248.881312596,historical
Nanjing Iron & Steel Co Ltd [100.0%],2021,6272723.397258271,13172719.13424237,historical
Nanjing Iron & Steel Co Ltd [100.0%],2022,6202254.91881801,13024735.32951782,historical
Nanjing Iron & Steel Co Ltd [100.0%],2023,6284855.485585821,13198196.519730225,historical
Nanjing Iron & Steel Co Ltd [100.0%],2024,6353556.74598231,13342469.166562852,historical
Nanjing Iron & Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Nanjing Iron & Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2020,319624.97336458554,127849.98934583423,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2021,313636.16986291355,125454.46794516542,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2022,310112.74594090047,124045.0983763602,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2023,314242.77427929104,125697.10971171642,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2024,317677.8372991155,127071.1349196462,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2025,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2026,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2027,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2028,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2029,0.0,0.0,historical
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],2030,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2020,923716.1730236523,369486.46920946095,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2021,906408.5309038202,362563.4123615281,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2022,896225.8357692024,358490.334307681,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2023,908161.6176671511,363264.64706686046,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2024,918088.9497944438,367235.57991777756,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2025,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2026,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2027,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2028,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2029,0.0,0.0,historical
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],2030,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2020,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2021,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2022,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2023,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2024,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2020,2301299.808225016,4832729.597272534,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2021,2258180.4230129775,4742178.888327253,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2022,2232811.7707744837,4688904.718626416,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2023,2262547.9748108955,4751350.747102881,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2024,2287280.4285536315,4803288.899962626,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2025,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2026,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2027,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2028,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2029,0.0,0.0,historical
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],2030,0.0,0.0,historical
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],2020,703174.9414020883,281269.9765608353,historical
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],2021,689999.5736984098,275999.8294793639,historical
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],2022,682248.0410699811,272899.21642799245,historical
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],2023,691334.1034144403,276533.64136577613,historical
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],2024,698891.2420580541,279556.4968232216,historical
